1;Лук нарезать соломкой.;https://ist2.objorka.com/img0001/18/118_0263jdy_2642_p.jpg
1;Мясо нарезать небольшими кусочками.;https://ist1.objorka.com/img0001/18/118_0363jdy_2663_p.jpg
1;Морковь нарезать брусочками.;https://ist2.objorka.com/img0001/18/118_0463jdy_2651_p.jpg
1;В большом количестве растительного масла (около 150 мл) обжарить лук до золотистого цвета.;https://ist1.objorka.com/img0001/18/118_0579243_2681_p.jpg
1;Добавить мясо. Обжарить.;https://ist2.objorka.com/img0001/18/118_0679243_2694_p.jpg
1;Добавить морковь. Тушить в течение 5–7 минут (крышкой не накрывать).;https://ist1.objorka.com/img0001/18/118_0779243_2711_p.jpg
1;Добавить зиру, барбарис, куркуму. Посолить, поперчить. Перемешать.;https://ist2.objorka.com/img0001/18/118_0879243_2748_p.jpg
1;Налить воду так, чтобы она покрывала мясо. Накрыть крышкой. Тушить в течение 35–40 минут (на среднем огне).;https://ist1.objorka.com/img0001/18/118_0979243_2768_p.jpg
1;В холодной воде 5–6 раз промыть рис.;https://ist2.objorka.com/img0001/18/118_01079243_2783_p.jpg
1;Всыпать рис (с мясом НЕ перемешивать!). Разровнять.;https://ist1.objorka.com/img0001/18/118_01179243_2815_p.jpg
1;Аккуратно влить горячую или теплую воду так, чтобы она покрывала рис на 2 см. Немного посолить. Накрыть крышкой. Варить до тех пор, пока рис не впитает воду.;https://ist2.objorka.com/img0001/18/118_01279243_2830_p.jpg
1;В серединку положить чеснок, вдавить его в рис. Деревянной палочкой сделать отверстия (рис и мясо не перемешивать) для выхода пара. Готовить под крышкой до готовности (около 20–25 минут).;https://ist1.objorka.com/img0001/18/118_01379243_2849_p.jpg
1;При подаче все перемешать.;https://ist2.objorka.com/img0001/18/118_01451m1t_2969_p.jpg
2;Картофель и морковь отварить до готовности. Остудить, почистить.;https://ist2.objorka.com/img0000/56/56_0221t5y_3638_p.jpg
2;Лук мелко нарезать.;https://ist1.objorka.com/img0000/56/56_0321t5y_3741_p.jpg
2;Залить его кипятком. Оставить на 10 минут. Воду слить. Лук промыть в холодной воде (это делается для того, чтобы лук не горчил).;https://ist2.objorka.com/img0000/56/56_0421t5y_3756_p.jpg
2;Морковь натереть на мелкой терке.;https://ist1.objorka.com/img0000/56/56_0521t5y_3785_p.jpg
2;Картофель натереть на мелкой терке.;https://ist2.objorka.com/img0000/56/56_0621t5y_3779_p.jpg
2;Отделить белки от желтков. Белки натереть на мелкой терке.;https://ist1.objorka.com/img0000/56/56_0721t5y_3798_p.jpg
2;Желтки натереть на мелкой терке.;https://ist2.objorka.com/img0000/56/56_0873rc3_3806_p.jpg
2;С рыбы слить масло. Рыбу размять вилкой.;https://ist1.objorka.com/img0000/56/56_0973rc3_3818_p.jpg
2;На дно салатницы выложить рыбу. Смазать майонезом.;https://ist2.objorka.com/img0000/56/56_01073rc3_3832_p.jpg
2;На рыбу выложить белки. Немного смазать майонезом.;https://ist1.objorka.com/img0000/56/56_01173rc3_3839_p.jpg
2;На белки выложить морковь. Смазать майонезом.;https://ist2.objorka.com/img0000/56/56_01273rc3_3849_p.jpg
2;На морковь выложить лук.;https://ist1.objorka.com/img0000/56/56_01373rc3_3858_p.jpg
2;На лук выложить картофель. Немного посолить. Смазать майонезом.;https://ist2.objorka.com/img0000/56/56_01473rc3_3869_p.jpg
